ng,f,power
-4.629422074064182269e-01,3.558964496795366528e-01,2.240339549152149667e-01
2.193094785979832206e-02,-4.357237352525977769e-01,4.398120403711145987e-01
4.918458013660165218e-01,3.508330706206489458e-01,4.903761444165705141e-01
-2.652848455652869752e-01,3.824530214281006424e-02,4.334002402303330226e-01
-3.189115184596658104e-02,-3.794347267525908229e-01,2.011895850116303952e-01
-7.006630942464653344e-02,-3.253523795897134696e-01,4.363728868871681321e-01
-4.452222854502012606e-01,3.926946446853237238e-01,6.439283395015338307e-02
4.402330806306884448e-01,3.786186362749753287e-01,3.375063358162915805e-01
3.915135764041935973e-01,3.569267132150646393e-01,5.854040994844588175e-01
-1.452304955838323863e-02,-3.514262121580200571e-01,1.548641844954558033e-01
-2.990342320689127753e-01,8.545786092776333498e-02,2.353726158021781367e-01
-2.345944661939994846e-01,-4.583143753707937668e-02,5.587004911623466574e-01
3.068347714646173507e-01,9.737748277753516257e-02,6.114618406446276078e-01
-9.984032803608533513e-02,-3.145847503809194312e-01,9.938507224146141128e-02
-4.722548912410574617e-01,4.273733342600015694e-01,5.195591896808241517e-01
-2.280972062564292635e-01,-3.421874727156987150e-02,8.485843091114551873e-02
-4.832941282619995782e-01,3.974440593624582463e-01,6.978806826359439386e-01
-1.546632599221968718e-01,-1.992141008137811309e-01,3.600194819701909577e-01
3.954796430717371081e-01,3.135908737944521074e-01,3.035518056293595168e-01
-2.762872087249657049e-01,8.468516363946194947e-02,4.378099328848837346e-01
2.418124562999390825e-02,-4.253337560930608441e-01,2.025050487368929286e-01
2.106525130699932191e-01,-1.164222995963008211e-01,4.378855437910431636e-01
-2.534400388690226658e-01,5.529364374458074077e-02,4.365275867535142740e-02
-3.532254615034108314e-01,2.288838006456085372e-01,3.105333345665173272e-01
-1.996306530170188775e-01,-1.218703326439742052e-01,4.450708814345829545e-01
3.180613041587826428e-01,1.611894791932736992e-01,5.850022980203057887e-01
-3.990949632012706916e-01,3.362132846356548077e-01,3.041466677177485090e-01
-1.440636577861444945e-01,-2.444852247114344401e-01,5.053778490185212302e-01
-2.481271102876910772e-01,8.456145422406280074e-04,5.686731579229886702e-01
8.064676463534892203e-02,-3.561237462912837937e-01,4.314241333731833050e-01
-3.127609882761317461e-02,-3.884416844468807639e-01,3.579273750024782874e-01
-1.176480226668867868e-01,-2.970061376637356809e-01,5.071076375865553043e-01
-8.417370645508714944e-02,-3.011867562401715492e-01,1.574030170758866642e-02
-1.646393616892749545e-01,-2.063368160555085762e-01,2.170754738332317246e-01
3.320715462967844811e-01,1.723573946778733934e-01,4.517902659067621340e-01
-9.835685648893965904e-02,-2.791435229865559808e-01,8.232443083709010956e-02
3.186929459301129919e-01,1.323506960993819093e-01,6.903006777525910742e-01
2.024154048466029199e-01,-1.005437864409754189e-01,2.800331827857268502e-02
-3.537250568665776251e-01,2.733208832518441711e-01,1.771858691062536961e-01
2.494397167122031078e-02,-4.219825109643363659e-01,1.789082241065035883e-01
-2.661803890395383343e-01,3.501508214940494274e-02,6.646265659452010865e-01
-3.915304455374875037e-01,3.072108211550768075e-01,5.972269867065096438e-01
2.908870935783787193e-01,1.515899039532520032e-01,4.327461657913200255e-01
-4.627528894543834204e-01,3.691490045277705523e-01,3.109259202010610235e-01
